,artistName,venueName,streamingEvent,title,locationText,watchLiveText,isPlus,callToActionText,rsvpCount,rsvpCountInt,startsAt,timezone,displayRule,locale,endsAt
12,Ezra Collective,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,77,77,2024-10-15T20:00:00,Europe/Berlin,datetime,en,
13,Jazmin Bean,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,17,17,2024-10-15T20:00:00,Europe/Berlin,datetime,en,
14,Undergang,ORWOhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-15T20:00:00,Europe/Berlin,datetime,en,
15,Johannes Strate,Kammermusiksaal,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-15T20:00:00,Europe/Berlin,datetime,en,
16,Sebastian Knauer,Kammermusiksaal,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-15T20:00:00,Europe/Berlin,datetime,en,
17,La Vida Bohéme,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-15T20:00:00,Europe/Berlin,datetime,en,
18,Joya Marleen,Theater des Westens,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-15T20:00:00,Europe/Berlin,datetime,en,
19,Jojo Mayer,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-10-15T21:00:00,Europe/Berlin,datetime,en,
20,Jojo Mayer / Nerve,Gretchen,False,"Jojo Mayer ME/MACHINE @ Gretchen, Berlin 15th October","Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-15T21:00:00,Europe/Berlin,datetime,en,2024-10-15T23:00:00
21,plainhead,Tennis Bar,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T19:00:00,Europe/Berlin,datetime,en,
22,Folly Tree,Bar Bobu,False,Roni Bar Hadas // Folly Tree // Masha The Rich Man @ Bar BoBu,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T19:00:00,Europe/Berlin,datetime,en,2024-10-16T22:00:00
23,Yung Street,DNA. Art Club,False,DNA. PLAYGROUND,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T19:00:00,Europe/Berlin,datetime,en,2024-10-16T22:00:00
24,Fat Dog,Urban Spree,False,The WOOF. Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-16T19:00:00,Europe/Berlin,datetime,en,
25,Roni Bar Hadas,Bar Bobu,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T19:00:00,Europe/Berlin,datetime,en,
26,Deva Premal and Miten,Admiralspalast,False,"Berlin, DE: Deva Premal and Miten - Singing Our Prayers 2024","Berlin, Germany",Watch Live,False,Tickets & RSVP,25,25,2024-10-16T19:30:00,Europe/Berlin,datetime,en,
27,Ursula Rucker,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T19:30:00,Europe/Berlin,datetime,en,
28,Josh Savage,Kleiner Wasserspeicher,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-16T19:30:00,Europe/Berlin,datetime,en,2024-10-16T22:00:00
29,OSKA,Privatclub,False,Forever Blue Tour - Privatclub Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-16T19:30:00,Europe/Berlin,datetime,en,2024-10-16T23:30:00
30,BERLIN COMEDIAN HARMONISTS,Komödie am Kurfürstendamm im Ernst-Reuter-Saal,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-16T19:30:00,Europe/Berlin,datetime,en,
31,DOOL,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,9,9,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
32,Youcallmecarla,Badehaus Berlin,False,Stevie Bill - I Was A Platinum Blonde,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
33,Aron Ottignon ,Zig Zag Jazz Club,False,Aron Ottignon,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
34,Stevie Bill,Badehaus Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
35,Ośka,Privatclub,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
36,Rayos Láser,ACUD MACHT NEU,False,RAYOS LASER en Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
37,King Buzzo,Frannz Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,11,11,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
38,Lion's Skull,Wild at Heart,False,Lion's Skull bei Wild Wednesday,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T20:00:00,Europe/Berlin,datetime,en,2024-10-16T23:00:00
39,Jann,Metropol,False,Jann Fall Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,49,49,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
40,The Struts,Huxleys Neue Welt,False,Huxleys Neue Welt (w/ Barns Courtney and James Bruner),"Berlin, Germany",Watch Live,False,Tickets & RSVP,19,19,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
41,makko,Columbiahalle,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,34,34,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
42,Jules Atlas,Lido,False,Support Marc Broussard,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
43,Barns Courtney,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,14,14,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
44,Marc Broussard,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
45,Wezn,Berghain Kantine,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
46,Klan,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
47,Marc Martel,Secret Location,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T20:00:00,Europe/Berlin,datetime,en,
48,Marcos Meza,Froschkönig,False,Silent Movie & Piano: The Lodger (Alfred Hitchcock),"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-16T20:30:00,Europe/Berlin,datetime,en,2024-10-16T22:00:00
0,Stan Starry,Kater Blau,False,Enorm in Form @ KaterBlau,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-27T05:00:00,Europe/Berlin,datetime,en,
1,Die jungen Tenore,Bürgerhaus Neuenhagen,False,,"Neuenhagen, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-27T15:30:00,Europe/Berlin,datetime,en,
2,Horst Evers,Die Wühlmäuse,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-27T15:30:00,Europe/Berlin,datetime,en,
3,Andrej Hermlin and his Swing Dance Orchestra,Admiralspalast,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-27T16:00:00,Europe/Berlin,datetime,en,
4,Anja Schneider,OHM,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-27T16:00:00,Europe/Berlin,datetime,en,
5,Soilwork,Columbiahalle,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,47,47,2024-10-27T18:00:00,Europe/Berlin,datetime,en,
6,Scott Matthew,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-27T19:00:00,Europe/Berlin,datetime,en,
7,MUTTIS KINDER,TIPI AM KANZLERAMT Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-27T19:00:00,Europe/Berlin,datetime,en,
8,Dale Crover,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-27T19:00:00,Europe/Berlin,datetime,en,
9,STRFKR,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-27T19:00:00,Europe/Berlin,datetime,en,
10,In Flames,Columbiahalle,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,251,251,2024-10-27T19:00:00,Europe/Berlin,datetime,en,2024-10-27T22:30:00
11,Babehoven,Neue Zukunft,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-27T19:00:00,Europe/Berlin,datetime,en,
12,Turbostaat,SO36,False,"25 Jahre Turbostaat spielt ""Das Island Manöver"" ","Berlin, Germany",Watch Live,False,Tickets & RSVP,10,10,2024-10-27T19:00:00,Europe/Berlin,datetime,en,
13,Arch Enemy,Velodrom,False,RISING FROM THE NORTH TOUR 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,168,168,2024-10-27T19:00:00,Europe/Berlin,datetime,en,2024-10-27T23:30:00
14,Lampe,Privatclub,False,Prima Allstars Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-27T19:30:00,Europe/Berlin,datetime,en,
15,Schiller,Kulturkirche Fontanestadt Neuruppin,False,,"Neuruppin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-27T19:30:00,Europe/Berlin,datetime,en,
16,Redd Kross,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-10-27T20:00:00,Europe/Berlin,datetime,en,
17,Matija,LARK Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-27T20:00:00,Europe/Berlin,datetime,en,
18,Esther Graf,Festsaal Kreuzberg,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-27T20:00:00,Europe/Berlin,datetime,en,
19,rauchen,SO36,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-27T20:00:00,Europe/Berlin,datetime,en,2024-10-27T22:30:00
20,Michèl von Wussow,Frannz Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-27T20:00:00,Europe/Berlin,datetime,en,
21,Wishy,Neue Zukunft,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-27T20:00:00,Europe/Berlin,datetime,en,
22,Cultura Profética,Astra Kulturhaus,False,X Más Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,20,20,2024-10-27T20:00:00,Europe/Berlin,datetime,en,
23,Atempo,B-Flat Acoustic Music & Jazz Club,False,"Atempo Feat. Omri Abramov - B Flat Berlin, DE","Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-27T20:00:00,Europe/Berlin,datetime,en,
24,Onda Vaga,Columbia Theater,False,Onda Vaga en Berlin 24',"Berlin, Germany",Watch Live,False,Tickets & RSVP,21,21,2024-10-27T20:00:00,Europe/Berlin,datetime,en,
25,Alin Coen,Heimathafen Neukölln,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-10-27T21:00:00,Europe/Berlin,datetime,en,
26,Tusks,Berghain Kantine,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-28T19:00:00,Europe/Berlin,datetime,en,
27,Max Plattner,PAS Berlin,False,Jazzfest Berlin 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
28,Bradley Will Simpson,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
29,Bradley Simpson,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
30,PARTYNEXTDOOR,Columbiahalle,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,98,98,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
31,Ayo,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
32,Stone Water,Hafenbar Tegel,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
33,St. Lundi,Prachtwerk,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
34,t-low,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
35,Sharon Brauner,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
36,Rebekka Bakken,Kammermusiksaal,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
37,Betina Quest,Badehaus Berlin,False,betina quest Solo - Badehaus,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
38,Wet,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,11,11,2024-10-28T20:00:00,Europe/Berlin,datetime,en,
39,BLVTH,Urban Spree,False,YIN YANG Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-28T21:00:00,Europe/Berlin,datetime,en,
0,Kotelett,Kater Blau,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T10:00:00,Europe/Berlin,datetime,en,
1,Anna Clyne,Konzerthaus Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T15:30:00,Europe/Berlin,datetime,en,
2,HANKE BROTHERS,Konzerthaus Berlin,False,OPUS KLASSIK GALA 2024 Verleihung des Klassikpreises im Konzerthaus Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T15:45:00,Europe/Berlin,datetime,en,2024-10-13T18:15:00
3,Schottenrock,Stadthalle am Steintor,False,,"Bernau bei Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T16:00:00,Europe/Berlin,datetime,en,
4,Amigos,Hyzet-Kultur- und Kongresszentrum,False,,"Neurüdnitz OT Spitz, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T16:00:00,Europe/Berlin,datetime,en,
5,Daniela Alfinito,Hyzet-Kultur- und Kongresszentrum,False,,"Neurüdnitz OT Spitz, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T16:00:00,Europe/Berlin,datetime,en,
6,Moonfruits,Kreuzberg House Concert,False,Kreuzberg House Concert,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T17:00:00,Europe/Berlin,datetime,en,
7,Catbite,SO36,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-13T18:00:00,Europe/Berlin,datetime,en,
8,Airstrike.Rock,Kesselhaus,False,"Kulturbrauerei Kesselhaus Berlin - KISSIN' DYNAMITE ""Back With A Bang Europe Tour 2024"" Support","Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T18:00:00,Europe/Berlin,datetime,en,
9,Ochmoneks,Hafenbar Tegel,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-13T19:00:00,Europe/Berlin,datetime,en,
10,Fu Manchu,Huxleys Neue Welt,False,Heavy Pysch Sounds Festival Berlin 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,70,70,2024-10-13T19:00:00,Europe/Berlin,datetime,en,2024-10-13T23:30:00
11,Nervy,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-13T19:00:00,Europe/Berlin,datetime,en,
12,Scott Matthew,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-13T19:00:00,Europe/Berlin,datetime,en,
13,Ben Hemming,Artliners,False,Ben Hemming live at Artliners Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-13T19:00:00,Europe/Berlin,datetime,en,
14,Ian Sweet,Prachtwerk,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-13T19:00:00,Europe/Berlin,datetime,en,
15,Нервы,Columbia Theater,False,NERVY IN BERLIN,"Berlin, Germany",Watch Live,False,Tickets & RSVP,9,9,2024-10-13T19:00:00,Europe/Berlin,datetime,en,2024-10-13T23:00:00
16,The Raven Age,Columbiahalle,False,Apocalyptica w/ The Raven Age,"Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-10-13T19:00:00,Europe/Berlin,datetime,en,
17,Wild Pink,Badehaus Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-13T19:00:00,Europe/Berlin,datetime,en,
18,Goat Girl,Privatclub,False,"Berlin, Privatclub","Berlin, Germany",Watch Live,False,Tickets & RSVP,25,25,2024-10-13T19:00:00,Europe/Berlin,datetime,en,2024-10-13T23:00:00
19,Massive Wagons,Kesselhaus in der Kulturbrauerei,False,  Kissin Dynamite - Back With A Bang Europe Tour 2024 - Main support,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-10-13T19:00:00,Europe/Berlin,datetime,en,
20,Kissin' Dynamite,Kesselhaus in der Kulturbrauerei,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,14,14,2024-10-13T19:15:00,Europe/Berlin,datetime,en,
21,Anda Morts,Waschhaus Potsdam gGmbH - Arena,False,,"Potsdam, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-13T19:30:00,Europe/Berlin,datetime,en,2024-10-13T23:00:00
22,Iamddb.,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,44,44,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
23,Tre allegri ragazzi morti,Frannz Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,11,11,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
24,Dhani Harrison,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
25,Snakeskin (Julia Sabra & Fadi Tabbal),Donau115,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
26,Inter Arma,Zukunft Bahnhof,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
27,Anika Auweiler,Room 16 - cabaret,False,Concert Double im Zimmer 16,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-10-13T20:00:00,Europe/Berlin,datetime,en,2024-10-13T22:00:00
28,The Slackers,SO36,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,19,19,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
29,Apocalyptica,Columbiahalle,False,Apocalyptica @Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,99,99,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
30,Funky Times,House of Music,False,Funky Times in Berlin ,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
31,Cruza,Æden,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
32,Ansa Sauermann,Maschinenhaus in der Kulturbrauerei,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
33,Rich Amiri,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,19,19,2024-10-13T20:00:00,Europe/Berlin,datetime,en,
34,Within Temptation,Velodrom,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,203,203,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
35,Kyle Roussel,Gretchen,False,"Gretchen in Belin, Germany","Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
36,Valley of the Sun,Neue Zukunft,False,Valley of the Sun,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
37,BLIND8,Velodrom,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
38,Poledance,Schokoladen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-14T19:00:00,Europe/Berlin,datetime,en,2024-10-14T22:30:00
39,Blackbraid,Lido,False,“On Wings of Sacred Death” European Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,23,23,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
40,Jacob Brass,Renaissance-Theater,False,Benedict Wells & Jacob Brass ,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-14T19:30:00,Europe/Berlin,datetime,en,2024-10-14T21:30:00
41,Peter Kraus,Friedrichstadt-Palast,False,,"BERLIN, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-14T19:30:00,Europe/Berlin,datetime,en,
42,James and the Cold Gun,Heimathafen Neukölln,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
43,FiDOplaysZAPPA,Maschinenhaus in der Kulturbrauerei,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
44,The Headhunters,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-14T20:00:00,Europe/Berlin,datetime,en,2024-10-14T22:00:00
45,Catapults,Schokoladen,False,Punk Rock Bottom Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
46,HoodBlaq,Metropol,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,21,21,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
47,Duff McKagan,Heimathafen Neukölln,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
48,Godspeed You! Black Emperor,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,278,278,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
49,RiTchie,Kantine am Berghain,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
50,Samu Haber,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,10,10,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
51,Björn Heuser,Gaffel Haus Berlin,False,Kölsches Mitsingkonzert - Big Hits!,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
52,Old Sea Brigade,Badehaus Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
0,Within Temptation,Velodrom,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,203,203,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
1,Kyle Roussel,Gretchen,False,"Gretchen in Belin, Germany","Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
2,Valley of the Sun,Neue Zukunft,False,Valley of the Sun,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
3,BLIND8,Velodrom,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
4,Poledance,Schokoladen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-14T19:00:00,Europe/Berlin,datetime,en,2024-10-14T22:30:00
5,Blackbraid,Lido,False,“On Wings of Sacred Death” European Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,23,23,2024-10-14T19:00:00,Europe/Berlin,datetime,en,
6,Jacob Brass,Renaissance-Theater,False,Benedict Wells & Jacob Brass ,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-14T19:30:00,Europe/Berlin,datetime,en,2024-10-14T21:30:00
7,Peter Kraus,Friedrichstadt-Palast,False,,"BERLIN, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-10-14T19:30:00,Europe/Berlin,datetime,en,
8,James and the Cold Gun,Heimathafen Neukölln,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
9,FiDOplaysZAPPA,Maschinenhaus in der Kulturbrauerei,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
10,The Headhunters,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,6,6,2024-10-14T20:00:00,Europe/Berlin,datetime,en,2024-10-14T22:00:00
11,Catapults,Schokoladen,False,Punk Rock Bottom Tour,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
12,HoodBlaq,Metropol,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,21,21,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
13,Duff McKagan,Heimathafen Neukölln,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
14,Godspeed You! Black Emperor,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,278,278,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
15,RiTchie,Kantine am Berghain,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
16,Samu Haber,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,10,10,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
17,Björn Heuser,Gaffel Haus Berlin,False,Kölsches Mitsingkonzert - Big Hits!,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
18,Old Sea Brigade,Badehaus Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-10-14T20:00:00,Europe/Berlin,datetime,en,
19,Kamelot,Kesselhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,34,34,2024-10-15T18:00:00,Europe/Berlin,datetime,en,2024-10-15T23:15:00
20,Blackbriar,Kesselhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-10-15T18:00:00,Europe/Berlin,datetime,en,2024-10-15T23:15:00
21,Ad Infinitum,KESSELHAUS,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,14,14,2024-10-15T18:00:00,Europe/Berlin,datetime,en,2024-10-15T23:15:00
