,artistName,venueName,streamingEvent,title,locationText,watchLiveText,isPlus,callToActionText,rsvpCount,rsvpCountInt,startsAt,timezone,displayRule,locale,endsAt
70,aiko,Prachtwerk,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
71,Infinity Song,Passionskirche,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
72,Les Bummms Boys,freiheit fünfzehn,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
73,Anna Mateur,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,2024-11-01T22:30:00
74,Lance Lopez,Hafenbar Tegel,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T20:30:00,Europe/Berlin,datetime,en,
75,CROWS,Urban Spree,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-11-01T21:00:00,Europe/Berlin,datetime,en,
76,The Porthounds,Wild at Heart,False,The Porthounds + Guest,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T21:00:00,Europe/Berlin,datetime,en,
77,Concentus,Willy-Brandt-Saal,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T21:30:00,Europe/Berlin,datetime,en,
78,Schrotthagen,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,39,39,2024-11-01T22:00:00,Europe/Berlin,datetime,en,
79,Babette Conrady,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T22:00:00,Europe/Berlin,datetime,en,
80,Markus Kavka,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T22:00:00,Europe/Berlin,datetime,en,
81,Sascha Braemer,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-01T22:00:00,Europe/Berlin,datetime,en,
82,Agents Of Time,Watergate,False,Watergate,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-11-01T22:30:00,Europe/Berlin,datetime,en,
83,Aio,Sisyphos,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T23:00:00,Europe/Berlin,datetime,en,
0,Nailed to Obscurity,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-11-01T18:00:00,Europe/Berlin,datetime,en,
1,Fragment Soul,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T18:30:00,Europe/Berlin,datetime,en,
2,Paul Kleber,Burg Storkow,False,,"Storkow, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
3,DJ LAG,Tresor,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:00:00,Europe/Berlin,datetime,en,2024-11-01T23:30:00
4,Urban Jazz,Burg Storkow (Großer Saal),False,,"Storkow, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
5,Heinali,Villa Elisabeth,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
6,Arcane Allies,Reset Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
7,Antonii Baryshevskyi,Villa Elisabeth,False,Chamber music concert,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:00:00,Europe/Berlin,datetime,en,2024-11-01T23:30:00
8,Zement,Reset Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
9,English Teacher,Neue Zukunft,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,69,69,2024-11-01T19:00:00,Europe/Berlin,datetime,en,2024-11-01T23:00:00
10,Kofi Stone,Kantine am Berghain,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
11,Die Habenichtse,Huxleys Neue Welt,False,Support für Mr Hurley und Die Pulveraffen,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
12,The Marías,Kesselhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,88,88,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
13,Draconian,Lido,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,31,31,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
14,Joe Lovano,Berliner Festspiele,False,Joe Lovano Trio Tapestry @ Berliner Festspiele,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
15,Tanzwut,Columbia Theater,False,Tanzwut Achtung Mensch! Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,9,9,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
16,Soifass,SO36,False,Großstadtwahnsinn 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-11-01T19:00:00,Europe/Berlin,datetime,en,2024-11-01T23:00:00
17,FONT,Urban Spree,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
18,NOISY,Maschinenhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
19,half of a rainbow,Bar Bobu,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T19:00:00,Europe/Berlin,datetime,en,
20,James Dixon,Metropol,False,BERLIN - SEASICK STEVE SUPPORT,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T19:30:00,Europe/Berlin,datetime,en,2024-11-01T22:30:00
21,Aiko CZ,Prachtwerk,False,"Berlin, AIKONIC Tour","Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-01T19:30:00,Europe/Berlin,datetime,en,2024-11-01T22:00:00
22,Sperling,Festsaal Kreuzberg,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,10,10,2024-11-01T19:30:00,Europe/Berlin,datetime,en,
23,Paul Gerlinger,LARK Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
24,Blackout Problems,Festsaal Kreuzberg,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
25,BLACK POPE,Kiez Eck,False,Black Pope ,"Eberswalde, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,2024-11-01T23:00:00
26,Cosmo's Midnight,Modus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
27,Wanda,Max-Schmeling-Halle,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,107,107,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
28,Mr. Hurley & Die Pulveraffen,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,9,9,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
29,Wolfgang Haffner,UdK Konzertsaal Hardenbergstraße,False,,"Charlottenburg, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
30,"Sadhus, The Smoking Community",Garage Pankow,False,"Sadhus, The Smoking Community / Half Gramme of Soma LIVE in Berlin, DE","Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,2024-11-01T23:30:00
31,Moritz,Frannz Club,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
32,Tom Walker,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,27,27,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
33,PFOERTNER,Bar Bobu,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,2024-11-01T22:00:00
34,Seasick Steve,Metropol,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,30,30,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
35,Zemfira,Uber Eats Music Hall,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,83,83,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
36,Indecent Behavior,Cassiopeia,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
37,Dr T,ART Stalker - Kunst + Bar + Events,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
38,Julius Rodriguez,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
39,Shogoon,Badehaus Berlin,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
40,HALF Gramme of SOMA,Garage Pankow,False,"Sadhus, The Smoking Community / Half Gramme of Soma LIVE in Berlin, DE","Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T20:00:00,Europe/Berlin,datetime,en,2024-11-01T23:30:00
41,Coogans Bluff,Waschhaus Potsdam gGmbH,False,,"Potsdam, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
42,Florian Grey,Columbia Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
43,Gitte Hænning,TIPI AM KANZLERAMT Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
44,aiko,Prachtwerk,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
45,Infinity Song,Passionskirche,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
46,Les Bummms Boys,freiheit fünfzehn,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,
47,Anna Mateur,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T20:00:00,Europe/Berlin,datetime,en,2024-11-01T22:30:00
48,Lance Lopez,Hafenbar Tegel,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T20:30:00,Europe/Berlin,datetime,en,
49,CROWS,Urban Spree,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-11-01T21:00:00,Europe/Berlin,datetime,en,
50,The Porthounds,Wild at Heart,False,The Porthounds + Guest,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T21:00:00,Europe/Berlin,datetime,en,
51,Concentus,Willy-Brandt-Saal,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T21:30:00,Europe/Berlin,datetime,en,
52,Schrotthagen,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,39,39,2024-11-01T22:00:00,Europe/Berlin,datetime,en,
53,Babette Conrady,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T22:00:00,Europe/Berlin,datetime,en,
54,Markus Kavka,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-01T22:00:00,Europe/Berlin,datetime,en,
55,Sascha Braemer,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-01T22:00:00,Europe/Berlin,datetime,en,
56,Agents Of Time,Watergate,False,Watergate,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-11-01T22:30:00,Europe/Berlin,datetime,en,
57,Aio,Sisyphos,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-01T23:00:00,Europe/Berlin,datetime,en,
58,Thomas Lizzara (official),Treibstoff eingetragner Verein,False,Halloween - Club Treibstoff Beeskow,"Beeskow, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-11-01T23:30:00,Europe/Berlin,datetime,en,
59,Equilibrium,ORWOhaus,False,Modern Primitive European Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,35,35,2024-11-02T00:00:00,Europe/Berlin,datetime,en,
60,Lumbematz,ORWOhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T18:00:00,Europe/Berlin,datetime,en,
61,OCEANS Official,ORWOhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T18:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
62,Jazz Night,Musik- und Kunstschule Havelland,False,,"Falkensee, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T18:00:00,Europe/Berlin,datetime,en,
63,Avantdale Bowling Club,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
64,The Marked Men,BI NUU,False,The Marked Men  (Support: Küken & The Roxies),"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
65,Septicflesh,ORWOhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
66,FIRST HATE,8MM,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
67,Soifass,SO36,False,Großstadtwahnsinn 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
68,Ruins of Perception,Jugend- und Kulturzentrum Spirale,False,Ballads ov Blood EU-Tour 2024 / Halloween Special,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
69,Musketeer,Kallasch & - Moab Barprojekt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
70,Horse Jumper of Love,Marie-Antoinette,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T22:00:00
71,El Brujo GC,Festsaal Kreuzberg,False,"The Rock n Roll Wrestling Bash ""A well deserved Braincation“","Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
72,The Rock N Roll Wrestling Bash,Festsaal Kreuzberg,False,"The Rock n Roll Wrestling Bash ""A well deserved Braincation“","Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
73,Baroness,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,65,65,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
74,The Roxies,BI NUU,False,"Marked Men, Küken & The Roxies","Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
75,Alina Sebastian,"Kulturfabrik Fürstenwalde gGmbH - Fürstenwalde/Spree, Germany",False,Kulturfabrik Fürstenwalde,"Fürstenwalde, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
76,Pallbearer,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T23:30:00
77,Dirk Michaelis,Rolandsaal (im Altstädtischen Rathaus),False,,"Brandenburg an der Havel, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T19:30:00,Europe/Berlin,datetime,en,
78,Sparlight Express,Fabriktheater Moabit,False,Scheisze als Chance ,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T19:30:00,Europe/Berlin,datetime,en,
79,Isabel LaRosa,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,36,36,2024-11-02T19:30:00,Europe/Berlin,datetime,en,
80,Devin Gray Music,A-Trane,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:30:00,Europe/Berlin,datetime,en,2024-11-02T22:00:00
81,Hayd,Prachtwerk,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
82,Concentus,Luisenkirche,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
83,mark eliyahu,Urania Berlin e. V.,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
84,BLACK POPE,Urban Spree,False,Black Pope,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
85,Mirja Boes,Kulturhaus Stadtgarten,False,,"Neuruppin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
86,Monsters of Liedermaching,Kulturhaus Peter Edel,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
87,Valentino Vivace,Æden,False,Zürich Meets Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
88,Liam Mour,Funkhaus Berlin Nalepastrasse,False,Liam Mour Live at Funkhaus,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
89,EXISTENT,ORWOhaus,False,"EXISTENT - IST SCHEI**E ""Die fast ne Tour-Tour 2024"" | BERLIN | 02.11.24","Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T23:30:00
90,Casey MQ,silent green Kulturquartier,False,3hD Festival 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T23:30:00
91,And Also The Trees,Privatclub,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
92,Anna Mateur,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T22:30:00
93,Running With Lions,Haus der Jugend Bunte Kuh e.V.,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
94,Gitte Hænning,TIPI AM KANZLERAMT Theater,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
95,Olivia Belli,silent green Kulturquartier,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T21:30:00
96,Hannes Kreuziger,Klubhaus Philipp Müller,False,,"Brandenburg an der Havel, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T21:00:00,Europe/Berlin,datetime,en,
97,Weval,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,52,52,2024-11-02T22:00:00,Europe/Berlin,datetime,en,
98,Stimming,Ritter Butzke,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-11-02T22:00:00,Europe/Berlin,datetime,en,
99,Goanautika,M-Bia,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T23:00:00,Europe/Berlin,datetime,en,
100,Nicolas Binder,Astra Kulturhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,55,55,2024-11-02T23:00:00,Europe/Berlin,datetime,en,
0,Equilibrium,ORWOhaus,False,Modern Primitive European Tour 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,35,35,2024-11-02T00:00:00,Europe/Berlin,datetime,en,
1,Lumbematz,ORWOhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T18:00:00,Europe/Berlin,datetime,en,
2,OCEANS Official,ORWOhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T18:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
3,Jazz Night,Musik- und Kunstschule Havelland,False,,"Falkensee, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T18:00:00,Europe/Berlin,datetime,en,
4,Avantdale Bowling Club,Gretchen,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
5,The Marked Men,BI NUU,False,The Marked Men  (Support: Küken & The Roxies),"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
6,Septicflesh,ORWOhaus,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
7,FIRST HATE,8MM,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
8,Soifass,SO36,False,Großstadtwahnsinn 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
9,Ruins of Perception,Jugend- und Kulturzentrum Spirale,False,Ballads ov Blood EU-Tour 2024 / Halloween Special,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
10,Musketeer,Kallasch & - Moab Barprojekt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
11,Horse Jumper of Love,Marie-Antoinette,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,7,7,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T22:00:00
12,El Brujo GC,Festsaal Kreuzberg,False,"The Rock n Roll Wrestling Bash ""A well deserved Braincation“","Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
13,The Rock N Roll Wrestling Bash,Festsaal Kreuzberg,False,"The Rock n Roll Wrestling Bash ""A well deserved Braincation“","Berlin, Germany",Watch Live,False,Tickets & RSVP,8,8,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
14,Baroness,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,65,65,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
15,The Roxies,BI NUU,False,"Marked Men, Küken & The Roxies","Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
16,Alina Sebastian,"Kulturfabrik Fürstenwalde gGmbH - Fürstenwalde/Spree, Germany",False,Kulturfabrik Fürstenwalde,"Fürstenwalde, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T19:00:00,Europe/Berlin,datetime,en,
17,Pallbearer,Huxleys Neue Welt,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,16,16,2024-11-02T19:00:00,Europe/Berlin,datetime,en,2024-11-02T23:30:00
18,Dirk Michaelis,Rolandsaal (im Altstädtischen Rathaus),False,,"Brandenburg an der Havel, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T19:30:00,Europe/Berlin,datetime,en,
19,Sparlight Express,Fabriktheater Moabit,False,Scheisze als Chance ,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T19:30:00,Europe/Berlin,datetime,en,
20,Isabel LaRosa,Hole44,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,36,36,2024-11-02T19:30:00,Europe/Berlin,datetime,en,
21,Devin Gray Music,A-Trane,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,1,1,2024-11-02T19:30:00,Europe/Berlin,datetime,en,2024-11-02T22:00:00
22,Hayd,Prachtwerk,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,5,5,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
23,Concentus,Luisenkirche,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
24,mark eliyahu,Urania Berlin e. V.,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,3,3,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
25,BLACK POPE,Urban Spree,False,Black Pope,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T23:00:00
26,Mirja Boes,Kulturhaus Stadtgarten,False,,"Neuruppin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
27,Monsters of Liedermaching,Kulturhaus Peter Edel,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
28,Valentino Vivace,Æden,False,Zürich Meets Berlin,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
29,Liam Mour,Funkhaus Berlin Nalepastrasse,False,Liam Mour Live at Funkhaus,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
30,EXISTENT,ORWOhaus,False,"EXISTENT - IST SCHEI**E ""Die fast ne Tour-Tour 2024"" | BERLIN | 02.11.24","Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T23:30:00
31,Casey MQ,silent green Kulturquartier,False,3hD Festival 2024,"Berlin, Germany",Watch Live,False,Tickets & RSVP,4,4,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T23:30:00
32,And Also The Trees,Privatclub,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,12,12,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
33,Anna Mateur,BAR JEDER VERNUNFT,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,0,0,2024-11-02T20:00:00,Europe/Berlin,datetime,en,2024-11-02T22:30:00
34,Running With Lions,Haus der Jugend Bunte Kuh e.V.,False,,"Berlin, Germany",Watch Live,False,Tickets & RSVP,2,2,2024-11-02T20:00:00,Europe/Berlin,datetime,en,
